ID,timePeriod,utilization,bookedHours,availableHours,freeHours,costCenterID
e4beae01-a0ef-41fa-9037-e4da36a12741,12-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,13-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,14-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,15-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,16-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,17-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,18-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,19-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,20-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,21-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,22-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,23-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,24-02-2021,0,0,4,4,DE02
e4beae01-a0ef-41fa-9037-e4da36a12741,25-02-2021,0,0,4,4,DE02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,01-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,02-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,03-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,04-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,05-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,06-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,07-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,08-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,09-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,10-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,11-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,12-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,13-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,14-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,15-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,16-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,17-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,18-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,19-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,20-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,21-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,22-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,23-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,24-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,25-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,26-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,27-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,28-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,29-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,30-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,31-01-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,01-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,02-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,03-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,04-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,05-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,06-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,07-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,08-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,09-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,10-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,11-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,12-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,13-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,14-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,15-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,16-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,17-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,18-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,19-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,20-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,21-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,22-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,23-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,24-02-2021,0,0,7,7,US02
eb1b4575-5f0d-45f9-befa-a3cq43def0ea,25-02-2021,0,0,7,7,US02
7a4da86a-94cd-4969-a297-cf066038d6f8,01-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,02-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,03-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,04-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,05-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,06-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,07-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,08-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,09-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,10-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,11-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,12-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,13-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,14-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,15-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,16-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,17-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,18-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,19-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,20-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,21-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,22-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,23-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,24-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,25-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,26-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,27-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,28-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,29-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,30-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,31-01-2021,42,3,7,4,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,01-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,02-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,03-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,04-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,05-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,06-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,07-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,08-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,09-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,10-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,11-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,12-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,13-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,14-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,15-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,16-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,17-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,18-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,19-02-2021,71,5,7,2,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,20-02-2021,0,0,7,7,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,21-02-2021,0,0,7,7,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,22-02-2021,0,0,7,7,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,23-02-2021,0,0,7,7,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,24-02-2021,0,0,7,7,DE01
7a4da86a-94cd-4969-a297-cf066038d6f8,25-02-2021,0,0,7,7,DE01
a9e19a53-e9d5-4820-8665-c978b575f646,01-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,02-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,03-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,04-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,05-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,06-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,07-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,08-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,09-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,10-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,11-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,12-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,13-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,14-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,15-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,16-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,17-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,18-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,19-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,20-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,21-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,22-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,23-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,24-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,25-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,26-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,27-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,28-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,29-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,30-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,31-01-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,01-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,02-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,03-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,04-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,05-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,06-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,07-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,08-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,09-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,10-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,11-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,12-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,13-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,14-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,15-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,16-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,17-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,18-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,19-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,20-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,21-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,22-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,23-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,24-02-2021,0,0,7,7,DE02
a9e19a53-e9d5-4820-8665-c978b575f646,25-02-2021,0,0,7,7,DE02
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,01-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,02-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,03-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,04-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,05-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,06-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,07-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,08-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,09-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,10-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,11-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,12-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,13-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,14-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,15-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,16-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,17-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,18-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,19-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,20-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,21-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,22-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,23-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,24-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,25-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,26-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,27-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,28-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,29-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,30-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,31-01-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,01-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,02-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,03-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,04-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,05-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,06-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,07-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,08-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,09-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,10-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,11-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,12-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,13-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,14-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,15-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,16-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,17-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,18-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,19-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,20-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,21-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,22-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,23-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,24-02-2021,0,0,7,7,IN01
f09e2fa7-bd0e-4064-acd8-3c9f42baf0e7,25-02-2021,0,0,7,7,IN01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,01-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,02-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,03-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,04-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,05-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,06-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,07-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,08-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,09-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,10-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,11-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,12-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,13-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,14-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,15-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,16-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,17-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,18-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,19-01-2021,0,0,7,7,DE01
d660dbb9-7e5a-4241-ba72-30d18ce8edd2,20-01-2021,0,0,7,7,DE01
